id,date,len,postags,decade_group,ndd,mdd,height,left_child_ratio,k_ary,num_leaves,n_num_crossing,degree_var,degree_mean,depth_var,depth_mean,topo_edit_distance
1860-49053,1867-4-9,12,0-1-1-0-0-0-1-0-0-2-3-1-1-0-0,1860,1.5941031009059818,2.3333333333333335,3.0,1.0,5,6,0.0,2.29,0.9,0.41000000000000003,1.3,4
1860-43280,1867-9-13,11,0-1-1-0-0-0-0-2-0-3-3-0-0-0-0,1860,1.7461919221413091,1.6363636363636365,5.0,0.6333333333333333,3,5,0.0,1.0900000000000003,0.9,1.49,2.1,5
1860-56677,1867-9-13,11,0-1-1-0-0-0-1-0-0-3-3-1-0-0-0,1860,1.2823995528948522,2.909090909090909,4.0,0.875,4,6,0.0,1.6900000000000002,0.9,0.65,1.5,3
1860-32165,1867-9-13,6,0-1-1-0-0-0-0-0-0-1-1-1-0-0-0,1860,1.0883026450667417,1.1666666666666667,3.0,0.75,2,3,0.0,0.9600000000000002,0.8,0.56,1.2,2
1860-105576,1867-9-13,11,0-1-2-0-0-0-0-0-0-3-3-1-0-0-0,1860,1.1504167799776197,1.8181818181818181,4.0,0.7291666666666666,4,6,0.0,1.89,0.9,0.65,1.5,4
1860-55296,1867-9-16,6,0-1-1-0-0-0-0-0-0-1-1-1-0-0-0,1860,1.0883026450667417,1.1666666666666667,3.0,0.75,2,3,0.0,0.9600000000000002,0.8,0.56,1.2,2
1860-655,1867-9-16,11,0-1-1-0-0-0-1-0-0-3-3-1-0-0-0,1860,1.3141482512094325,2.8181818181818183,4.0,0.875,4,6,0.0,1.6900000000000002,0.9,0.65,1.5,4
1860-5607,1867-9-18,12,0-1-1-0-0-0-1-0-0-2-3-2-1-0-0,1860,1.1651074953876233,3.5833333333333335,3.0,1.0,6,7,0.0,2.9917355371900825,0.9090909090909091,0.38016528925619836,1.2727272727272727,2
1860-50051,1867-9-18,6,0-1-1-0-0-0-0-0-0-1-1-1-0-0-0,1860,1.0883026450667417,1.1666666666666667,3.0,0.75,2,3,0.0,0.9600000000000002,0.8,0.56,1.2,2
1860-50045,1867-9-18,6,0-1-1-0-0-0-0-0-0-1-1-1-0-0-0,1860,1.0883026450667417,1.1666666666666667,3.0,0.75,2,3,0.0,0.9600000000000002,0.8,0.56,1.2,2
1860-105231,1867-9-19,11,0-1-1-0-0-0-1-0-0-1-2-2-2-0-0,1860,1.2217749310784172,3.090909090909091,3.0,1.0,6,7,0.0,3.2900000000000005,0.9,0.36000000000000004,1.2,2
1860-25899,1867-9-19,6,0-1-1-0-0-0-0-0-0-1-1-1-0-0-0,1860,1.6275074357420367,0.8333333333333334,3.0,0.6666666666666666,3,3,0.0,1.3600000000000005,0.8,0.4,1.0,2
1860-102315,1867-9-24,11,0-1-1-0-0-0-1-0-0-2-2-2-1-0-0,1860,1.034563388990271,3.727272727272727,4.0,0.8333333333333334,5,7,0.0,2.4899999999999998,0.9,0.85,1.5,3
1860-70444,1867-9-24,6,0-1-1-0-0-0-0-0-0-1-1-1-0-0-0,1860,1.0883026450667417,1.1666666666666667,3.0,0.75,2,3,0.0,0.9600000000000002,0.8,0.56,1.2,2
1860-56815,1867-9-24,13,0-1-1-0-0-0-0-0-1-3-3-1-1-0-0,1860,0.9309942777266333,2.4615384615384617,3.0,0.8400000000000001,5,6,0.0,2.0826446280991737,0.9090909090909091,0.4132231404958677,1.3636363636363635,2
1860-54349,1867-9-24,12,0-1-1-0-0-0-1-0-1-3-3-1-0-0-0,1860,1.4923204065960394,2.5833333333333335,4.0,0.875,4,7,0.0,1.9008264462809914,0.9090909090909091,0.6115702479338843,1.5454545454545454,3
1860-1040,1867-9-24,13,0-1-1-0-0-0-0-0-1-2-3-1-1-0-0,1860,1.6078095548771831,1.7692307692307692,3.0,0.85,5,5,0.0,2.29,0.9,0.41000000000000003,1.3,4
1860-44573,1867-9-25,11,0-1-1-0-0-0-0-0-1-2-3-1-1-0-0,1860,1.0530447415813637,1.6363636363636365,4.0,0.7291666666666666,4,6,0.0,1.89,0.9,0.65,1.5,4
1860-21254,1867-9-25,6,0-1-1-0-0-0-0-0-0-1-1-1-0-0-0,1860,1.6275074357420367,0.8333333333333334,3.0,0.6666666666666666,3,3,0.0,1.3600000000000005,0.8,0.4,1.0,2
1860-7582,1867-9-25,6,0-1-1-0-0-0-0-0-0-1-1-1-0-0-0,1860,1.6275074357420367,0.8333333333333334,3.0,0.6666666666666666,3,3,0.0,1.3600000000000005,0.8,0.4,1.0,2
1860-72298,1867-9-28,11,0-1-1-0-0-0-1-0-1-2-2-1-1-0-0,1860,1.5292596308263777,2.272727272727273,3.0,1.0,5,7,0.0,2.69,0.9,0.41000000000000003,1.3,2
1860-110425,1867-9-28,6,0-1-1-0-0-0-0-0-0-1-1-1-0-0-0,1860,1.0883026450667417,1.1666666666666667,3.0,0.75,2,3,0.0,0.9600000000000002,0.8,0.56,1.2,2
1860-9676,1867-9-28,13,0-1-1-0-0-0-1-0-1-3-3-1-1-0-0,1860,1.2832148713159854,3.4615384615384617,3.0,1.0,6,8,0.0,3.0763888888888893,0.9166666666666666,0.38888888888888884,1.3333333333333333,2
1860-54774,1867-9-30,12,0-1-1-0-0-0-1-0-1-1-2-2-2-0-0,1860,1.212735544376878,3.4166666666666665,4.0,1.0,5,7,0.0,2.2644628099173554,0.9090909090909091,0.6115702479338843,1.4545454545454546,2
1860-62868,1867-9-30,11,0-1-1-0-0-0-0-0-1-2-2-1-2-0-0,1860,1.1544958738283515,2.090909090909091,3.0,0.7333333333333334,5,7,0.0,2.4899999999999998,0.9,0.41,1.3,2
1860-18144,1867-9-30,11,0-1-1-0-0-0-1-0-0-2-2-1-2-0-0,1860,1.0845738095649322,3.5454545454545454,4.0,0.8888888888888888,5,7,0.0,2.69,0.9,0.64,1.4,3
1860-120095,1868-3-28,11,0-1-1-0-0-0-1-0-0-2-2-2-1-0-0,1860,1.4522985896902496,2.4545454545454546,4.0,0.8888888888888888,5,7,0.0,2.69,0.9,0.64,1.4,4
1860-98222,1868-3-30,6,0-1-1-0-0-0-0-0-0-1-1-1-0-0-0,1860,1.6275074357420367,0.8333333333333334,3.0,0.6666666666666666,3,3,0.0,1.3600000000000005,0.8,0.4,1.0,2
1860-28632,1868-4-16,6,0-1-1-0-0-0-0-0-0-1-1-1-0-0-0,1860,1.0883026450667417,1.1666666666666667,3.0,0.75,2,3,0.0,0.9600000000000002,0.8,0.56,1.2,2
1860-109216,1868-4-2,11,0-1-1-0-0-0-1-0-0-2-2-2-1-0-0,1860,1.192787394205165,3.1818181818181817,4.0,0.8888888888888888,5,7,0.0,2.69,0.9,0.64,1.4,4
1860-21739,1868-4-2,11,0-1-1-0-0-0-1-0-0-2-3-1-1-0-0,1860,1.3808396257081046,2.6363636363636362,3.0,1.0,5,7,0.0,2.4899999999999998,0.9,0.41,1.3,2
1860-25450,1868-4-22,6,0-1-1-0-0-0-0-0-0-1-1-1-0-0-0,1860,1.0883026450667417,1.1666666666666667,3.0,0.75,2,3,0.0,0.9600000000000002,0.8,0.56,1.2,2
1860-115380,1868-4-22,6,0-1-1-0-0-0-0-0-0-1-1-1-0-0-0,1860,1.6275074357420367,0.8333333333333334,3.0,0.6666666666666666,3,3,0.0,1.3600000000000005,0.8,0.4,1.0,2
1860-41587,1868-4-24,12,0-1-1-0-0-0-1-0-0-2-3-2-1-0-0,1860,1.6304707450768565,2.25,4.0,0.8888888888888888,5,8,0.0,2.6280991735537187,0.9090909090909091,0.793388429752066,1.5454545454545454,4
