id,date,len,MDD,NDD,Height,Ratio$_{head-final}$,treeDegree,#Leaves,degreeVar,degreeMean,depthVar,depthMean,d$_{head-final}$,#Crossings,Height$_{dependency}$,d$_{root}$,d$_{randomTree}$
1980-199395,1988-04-22,70,4.295081967213115,2.151617779613918,9.0,0.8358395989974937,7,42,3.1449011446409982,0.9838709677419355,3.8980228928199794,3.806451612903226,16,0,85,22,87.0
1980-68880,1988-05-04,15,3.1666666666666665,0.9345141250094331,4.0,0.95,5,9,2.6863905325443787,0.9230769230769231,0.8284023668639052,1.6923076923076923,2,0,21,5,16.0
1980-135420,1988-05-05,60,4.428571428571429,2.1158528802864045,8.0,0.787878787878788,8,27,2.419599999999999,0.98,2.3616,2.72,23,0,88,27,76.0
1980-135455,1988-05-05,12,2.1,1.6083028381668307,5.0,0.75,4,6,1.5371900826446279,0.9090909090909091,1.2396694214876032,1.8181818181818181,6,0,23,10,12.0
1980-12500,1988-05-05,7,2.0,0.5493061443340547,3.0,0.625,4,4,2.138888888888889,0.8333333333333334,0.3333333333333333,1.0,2,0,6,2,7.0
1980-183249,1988-05-05,31,4.3076923076923075,1.22723687056847,6.0,0.7196969696969696,4,14,1.8134430727023318,0.9629629629629629,1.9506172839506168,3.111111111111111,14,0,51,8,40.0
1980-118774,1988-05-05,6,1.5,0.7458274383888585,3.0,0.6666666666666666,3,3,1.3600000000000005,0.8,0.4,1.0,2,0,6,2,4.0
1980-183241,1988-05-05,40,3.4375,1.7124569541397356,5.0,0.856060606060606,6,19,2.8778696051423327,0.9696969696969697,1.0596877869605144,2.303030303030303,8,0,46,11,50.0
1980-175804,1988-05-06,62,4.196078431372549,1.783924801887188,7.0,0.7596638655462185,7,34,3.0957840236686405,0.9807692307692307,1.448224852071006,2.8846153846153846,19,0,68,12,80.0
1980-8650,1988-05-06,16,2.8181818181818183,0.20636139320722433,4.0,0.65,5,7,2.2430555555555554,0.9166666666666666,0.8333333333333334,2.0,6,0,17,1,16.0
1980-21646,1988-05-18,71,3.9682539682539684,1.2504214945431769,10.0,0.7095238095238096,5,36,1.952880859375,0.984375,4.505615234375,4.796875,32,0,74,3,92.0
1980-3380,1988-05-18,50,4.066666666666666,0.858070625453419,7.0,0.8525641025641024,8,33,3.716918714555765,0.9782608695652174,2.1190926275992434,3.5217391304347827,10,0,55,2,65.0
1980-100757,1988-05-19,10,1.8571428571428572,1.393636636961351,3.0,0.9166666666666666,4,5,1.859375,0.875,0.4375,1.25,4,0,13,7,13.0
1980-19188,1988-05-19,16,4.214285714285714,1.2695700868117492,4.0,0.861111111111111,5,9,2.0622222222222226,0.9333333333333333,0.7288888888888889,1.7333333333333334,6,0,29,15,18.0
1980-96072,1988-05-20,41,4.055555555555555,2.138239224469749,6.0,0.7547619047619047,5,22,2.0803506208911613,0.972972972972973,1.3221329437545655,2.5945945945945947,15,0,83,32,53.0
1980-151950,1988-05-20,62,4.490566037735849,1.8120419279704136,9.0,0.7869047619047619,7,32,2.4996570644718794,0.9814814814814815,3.2897805212620024,3.314814814814815,20,0,89,14,80.0
1980-96034,1988-05-20,11,2.6666666666666665,1.3217558399823195,3.0,1.0,5,7,2.69,0.9,0.41,1.3,2,0,19,10,11.0
1980-130543,1988-06-09,70,4.6440677966101696,1.4074613532427271,7.0,0.7111111111111109,5,32,2.0830555555555557,0.9833333333333333,1.5599999999999998,3.2,26,0,76,6,92.0
1980-39609,1988-06-09,7,1.8,0.654666659991881,3.0,0.6666666666666666,3,4,1.472222222222222,0.8333333333333334,0.47222222222222227,1.1666666666666667,2,0,8,2,6.0
1980-174082,1988-06-09,70,3.7037037037037037,0.6943332726324731,7.0,0.6388888888888888,8,35,3.217851239669423,0.9818181818181818,2.5401652892561986,3.5272727272727273,23,0,71,1,89.0
1980-55726,1988-06-09,41,3.5714285714285716,0.8653673836951401,7.0,0.7878787878787878,6,25,3.0825617283950617,0.9722222222222222,2.459876543209877,3.388888888888889,10,0,58,2,53.0
1980-110357,1988-06-09,41,4.78125,0.8766989427004765,9.0,0.6666666666666666,6,17,1.908172635445363,0.9696969696969697,4.0606060606060606,4.0,17,0,70,4,53.0
1980-130199,1988-06-09,20,1.9375,1.1017817800627157,7.0,0.5277777777777778,4,11,2.055363321799308,0.9411764705882353,3.0034602076124566,2.764705882352941,10,0,20,2,23.0
1980-174056,1988-06-09,16,3.6666666666666665,0.5324978389345625,4.0,0.625,5,9,2.6863905325443787,0.9230769230769231,0.6745562130177513,1.6923076923076923,4,0,22,3,16.0
1980-174093,1988-06-09,21,3.176470588235294,1.0941341326570744,4.0,0.6933333333333334,6,13,3.274691358024691,0.9444444444444444,0.6450617283950617,1.7222222222222223,6,0,24,5,26.0
1980-174096,1988-06-09,51,3.7,1.699745760198998,6.0,0.5851851851851851,9,26,3.9262343842950616,0.975609756097561,1.7263533610945865,2.926829268292683,15,0,53,10,67.0
1980-85316,1988-06-10,7,1.8,1.2039728043259361,4.0,0.8333333333333334,2,3,0.8055555555555555,0.8333333333333334,0.9166666666666666,1.5,4,0,13,6,7.0
1980-85330,1988-06-10,31,3.6666666666666665,2.0147377039595056,7.0,0.7666666666666666,4,18,2.034438775510204,0.9642857142857143,2.658163265306122,3.357142857142857,10,0,71,27,38.0
1980-35138,1988-06-10,16,2.769230769230769,1.1056780400301063,5.0,0.8099999999999999,5,9,2.4948979591836737,0.9285714285714286,0.9795918367346941,1.8571428571428572,6,0,22,5,19.0
1980-137945,1988-06-16,50,2.5,1.8829202476250322,12.0,0.5822916666666667,6,28,2.5995061728395052,0.9777777777777777,8.584691358024688,5.355555555555555,24,0,49,6,65.0
1980-137934,1988-06-16,50,5.744186046511628,0.4904801863046885,10.0,0.758888888888889,6,29,2.476756198347107,0.9772727272727273,6.107438016528926,4.7272727272727275,16,0,125,2,66.0
1980-113517,1988-06-16,62,3.6470588235294117,1.5775805529158657,9.0,0.7349624060150376,7,33,2.6727071005917162,0.9807692307692307,3.9866863905325447,3.8846153846153846,24,0,65,6,82.0
1980-196384,1988-06-22,10,2.25,0.6342556627317535,4.0,0.7333333333333334,5,6,2.543209876543209,0.8888888888888888,0.9135802469135802,1.4444444444444444,2,0,12,2,8.0
1980-4541,1988-06-23,42,3.4857142857142858,0.8896600762641846,5.0,0.744047619047619,4,22,1.9158950617283952,0.9722222222222222,1.0555555555555558,2.6666666666666665,12,0,47,2,53.0
1980-4523,1988-06-23,41,3.3823529411764706,0.5591024269976181,9.0,0.6222222222222221,6,18,1.9706122448979593,0.9714285714285714,3.188571428571429,4.2,20,0,51,1,54.0
1980-127978,1988-06-23,30,5.181818181818182,0.2691647032083679,6.0,0.5795918367346938,7,16,3.3459357277882815,0.9565217391304348,1.7164461247637048,2.391304347826087,10,0,54,2,39.0
1980-93850,1988-06-23,16,3.8461538461538463,0.3190286071209926,5.0,0.861111111111111,4,8,1.6377551020408159,0.9285714285714286,1.0612244897959182,2.2857142857142856,4,0,26,2,18.0
1980-76818,1988-06-23,6,2.25,0.7985076962177716,3.0,1.0,3,3,1.3600000000000005,0.8,0.4,1.0,2,0,9,5,5.0
1980-180783,1988-06-24,40,7.205882352941177,0.14934993509611388,7.0,0.7222222222222221,9,19,2.999183673469388,0.9714285714285714,1.7583673469387757,2.8857142857142857,14,0,71,2,51.0
1980-35481,1988-09-06,20,2.625,1.602818322481544,5.0,0.7777777777777778,6,11,2.643598615916954,0.9411764705882353,0.8788927335640139,2.0588235294117645,5,0,23,10,26.0
1980-35529,1988-09-06,70,4.453125,0.9401611283188125,10.0,0.7773809523809524,10,44,3.92284023668639,0.9846153846153847,3.4305325443786985,4.2153846153846155,23,0,90,2,93.0
1980-123408,1988-09-07,10,1.625,0.9596780631663814,5.0,0.5666666666666667,3,4,0.9876543209876544,0.8888888888888888,1.2839506172839508,1.7777777777777777,6,0,10,2,11.0
1980-113261,1988-09-08,11,1.8888888888888888,1.4111835143910536,4.0,0.8,3,5,1.2900000000000003,0.9,0.6400000000000001,1.6,3,0,12,6,14.0
1980-175100,1988-09-08,32,3.259259259259259,0.8311758968936973,6.0,0.65,5,16,1.9630102040816326,0.9642857142857143,1.836734693877551,2.857142857142857,13,0,37,2,39.0
1980-113784,1988-09-08,62,6.0,0.998105443765056,6.0,0.7336996336996336,7,40,3.603417586329656,0.9811320754716981,1.4239943040227834,2.830188679245283,18,0,75,5,80.0
1980-148289,1988-09-08,32,4.407407407407407,1.3341081744774246,5.0,0.7,5,15,1.9630102040816328,0.9642857142857143,1.3201530612244896,2.4642857142857144,10,0,43,10,41.0
1980-195490,1988-09-08,72,4.155172413793103,1.8568681239026243,12.0,0.676984126984127,5,37,2.457339844872164,0.9830508474576272,7.527147371444985,5.288135593220339,29,0,98,12,92.0
1980-170028,1988-09-09,71,4.725806451612903,1.9351358112518988,8.0,0.7969979296066253,7,40,2.809271856890906,0.9841269841269841,2.6621315192743764,3.4761904761904763,20,0,84,17,92.0
1980-79932,1988-09-09,20,2.375,0.8981828248214763,6.0,0.4583333333333333,4,10,2.290657439446367,0.9411764705882353,1.619377162629758,2.2941176470588234,9,0,20,2,22.0
1980-10772,1988-09-21,50,3.2195121951219514,1.0461785435395936,10.0,0.6944444444444445,5,25,2.3089569160997727,0.9761904761904762,5.145691609977324,4.404761904761905,22,0,51,2,65.0
1980-10753,1988-09-21,72,4.423728813559322,1.7591369540932618,7.0,0.7152777777777778,6,34,2.283055555555555,0.9833333333333333,2.8608333333333333,3.65,30,0,72,11,93.0
1980-10738,1988-09-21,71,6.169811320754717,1.9936168458001986,8.0,0.6930555555555555,6,29,2.4626200274348418,0.9814814814814815,2.4348422496570636,3.5185185185185186,24,0,91,38,92.0
1980-105745,1988-09-22,5,1.6666666666666667,0.1823215567939546,3.0,0.5,2,2,0.6875,0.75,0.5,1.0,2,0,5,1,3.0
1980-93679,1988-09-22,5,2.0,0.6931471805599453,2.0,1.0,3,3,1.6875,0.75,0.1875,0.75,2,0,7,4,5.0
1980-26939,1988-09-22,41,4.771428571428571,1.7968608262652885,6.0,0.7958333333333334,6,24,2.86033950617284,0.9722222222222222,1.5895061728395061,2.7222222222222223,8,0,73,23,52.0
