len_group,metric,MannKendall,p,slope
60,Ratio$_{head-final}$,decreasing,0.0,-1.2008751728754712e-05
60,treeDegree,decreasing,1.6431300764452317e-14,0.0
60,#Leaves,decreasing,0.0,0.0
60,degreeVar,decreasing,0.0,-8.119442530575491e-05
60,degreeMean,decreasing,1.309344117572664e-07,0.0
60,depthVar,increasing,0.000643179821858908,7.007188274911914e-05
60,depthMean,increasing,3.785228398056617e-06,4.916175505977901e-05
60,d$_{head-final}$,increasing,0.0,0.0005274261603375527
60,#Crossings,no trend,0.06557808942510679,0.0
60,Height$_{dependency}$,no trend,0.10748657774923043,0.0
60,d$_{root}$,no trend,0.7273960136384354,0.0
60,d$_{randomTree}$,no trend,0.3267382983468141,0.0
70,MDD,no trend,0.10841421278081698,2.185525981025342e-05
70,NDD,no trend,0.2944640439162898,-1.0443845977016185e-05
70,Height,increasing,4.7826053437560745e-06,0.0
70,Ratio$_{head-final}$,decreasing,0.0,-1.2664229210259121e-05
70,treeDegree,decreasing,8.948330965097284e-11,0.0
70,#Leaves,decreasing,0.0,-0.00036927621861152144
70,degreeVar,decreasing,0.0,-7.078472138796724e-05
70,degreeMean,decreasing,9.04717856187176e-10,0.0
70,depthVar,increasing,3.092263828907704e-05,9.433949084428334e-05
70,depthMean,increasing,1.0078766710108766e-09,6.961932806135354e-05
70,d$_{head-final}$,increasing,0.0,0.0007099751508697196
70,#Crossings,no trend,0.9455705511000836,0.0
70,Height$_{dependency}$,no trend,0.059850298404747315,0.0003620564808110065
70,d$_{root}$,no trend,0.49372099007579306,0.0
70,d$_{randomTree}$,no trend,0.5447300593497946,0.0
