len_group,metric,MannKendall,p,slope
60,degreeVar,decreasing,0.02179704268730731,-2.8692964756843928e-05
60,degreeMean,no trend,0.20204038813642966,0.0
60,depthVar,increasing,1.7632704607528638e-06,0.0001986247317382529
60,depthMean,increasing,5.357200467681622e-07,0.00010061495862712922
60,d$_{head-final}$,no trend,0.3414992867569786,0.0
60,#Crossings,decreasing,0.007037921786295032,0.0
60,Height$_{dependency}$,no trend,0.4808130870261331,0.0
60,d$_{root}$,no trend,0.4152480407549546,0.0
60,d$_{randomTree}$,no trend,0.1820127396187352,0.0
70,MDD,no trend,0.48416867668995267,1.4139720330173185e-05
70,NDD,increasing,0.020059793374403112,3.798379772488281e-05
70,Height,no trend,0.18632192380529755,0.0
70,Ratio$_{head-final}$,decreasing,0.0007338722318701585,-6.0741094007166045e-06
70,treeDegree,no trend,0.8620150160531375,0.0
70,#Leaves,no trend,0.5845170027033619,0.0
70,degreeVar,no trend,0.48776960032590555,-7.66406130619561e-06
70,degreeMean,increasing,0.03736573791116049,0.0
70,depthVar,no trend,0.1888399221169481,5.459818275007863e-05
70,depthMean,no trend,0.057485350172640004,3.9798154777620964e-05
70,d$_{head-final}$,no trend,0.2509981189963346,0.0
70,#Crossings,no trend,0.8867557124158403,0.0
70,Height$_{dependency}$,no trend,0.7423354478325452,0.0
70,d$_{root}$,increasing,0.029178774161258803,0.0
70,d$_{randomTree}$,no trend,0.15938731311586762,0.0
