len_group,metric,MannKendall,p,slope,Parser,Corpus
40,#Crossings,0,1.0,0.0,corenlp,Hansard (en)
40,Height$_{dependency}$,0,0.7574793816421406,0.0,corenlp,Hansard (en)
40,d$_{root}$,0,0.7357208688500263,0.0,corenlp,Hansard (en)
40,d$_{randomTree}$,0,0.6996721661219476,0.0,corenlp,Hansard (en)
50,mDD,0,0.2789919720777956,8.712774670221414e-06,corenlp,Hansard (en)
50,nDD,0,0.6361942154247595,-3.5415180524492287e-06,corenlp,Hansard (en)
50,Height,1,0.0156464725525014,0.0,corenlp,Hansard (en)
50,Ratio$_{head-final}$,2,3.341954620705856e-05,-4.617237269847366e-06,corenlp,Hansard (en)
50,treeDegree,2,0.0103739600838075,0.0,corenlp,Hansard (en)
50,#Leaves,0,0.2033152573276635,0.0,corenlp,Hansard (en)
50,degreeVar,0,0.07704866639148,-1.2963086546156033e-05,corenlp,Hansard (en)
50,degreeMean,0,0.5402790301196208,0.0,corenlp,Hansard (en)
50,depthVar,1,0.0109853315799206,8.559679256411843e-05,corenlp,Hansard (en)
50,depthMean,1,0.0001018670499197,6.167129201356788e-05,corenlp,Hansard (en)
50,d$_{head-final}$,0,0.1536156014132792,0.0,corenlp,Hansard (en)
50,#Crossings,0,1.0,0.0,corenlp,Hansard (en)
50,Height$_{dependency}$,1,0.0328326125289781,0.0,corenlp,Hansard (en)
50,d$_{root}$,0,0.6605976991954547,0.0,corenlp,Hansard (en)
50,d$_{randomTree}$,0,0.3280711424260696,0.0,corenlp,Hansard (en)
60,mDD,0,0.3061244811861119,-8.560520634029767e-06,corenlp,Hansard (en)
60,nDD,0,0.538804324356829,4.644534584176848e-06,corenlp,Hansard (en)
60,Height,1,7.310819319283901e-05,0.0,corenlp,Hansard (en)
60,Ratio$_{head-final}$,2,2.1507181147129018e-08,-5.728701280185839e-06,corenlp,Hansard (en)
60,treeDegree,2,1.9315696325961085e-05,0.0,corenlp,Hansard (en)
60,#Leaves,2,0.0327181355338757,0.0,corenlp,Hansard (en)
60,degreeVar,2,0.0005317201209085,-2.4036565051525465e-05,corenlp,Hansard (en)
60,degreeMean,0,0.7457518521703814,0.0,corenlp,Hansard (en)
60,depthVar,1,1.841046553607839e-05,0.0001810740568374,corenlp,Hansard (en)
60,depthMean,1,1.6444847916741168e-06,8.9952970494784e-05,corenlp,Hansard (en)
60,d$_{head-final}$,1,0.0142770144414234,0.0,corenlp,Hansard (en)
60,#Crossings,0,1.0,0.0,corenlp,Hansard (en)
60,Height$_{dependency}$,0,0.7581077485655641,0.0,corenlp,Hansard (en)
60,d$_{root}$,0,0.7512729670291802,0.0,corenlp,Hansard (en)
60,d$_{randomTree}$,0,0.5345227353962094,0.0,corenlp,Hansard (en)
70,mDD,2,0.0215634582006702,-2.0309894351356023e-05,corenlp,Hansard (en)
70,nDD,0,0.988677208765419,3.1698132094789074e-08,corenlp,Hansard (en)
70,Height,1,1.2157165716342178e-06,0.0,corenlp,Hansard (en)
70,Ratio$_{head-final}$,2,2.70145910086228e-08,-5.297732570459744e-06,corenlp,Hansard (en)
70,treeDegree,2,0.0014101868803277,0.0,corenlp,Hansard (en)
70,#Leaves,2,0.0421814231355022,0.0,corenlp,Hansard (en)
70,degreeVar,2,0.0006359243941367,-2.225792049766764e-05,corenlp,Hansard (en)
70,degreeMean,1,0.006814584961357,0.0,corenlp,Hansard (en)
70,depthVar,1,7.289679018196438e-07,0.0002532833431006,corenlp,Hansard (en)
70,depthMean,1,4.36923386359922e-10,0.0001344870651892,corenlp,Hansard (en)
70,d$_{head-final}$,1,0.007132017175806,0.0,corenlp,Hansard (en)
70,#Crossings,0,1.0,0.0,corenlp,Hansard (en)
70,Height$_{dependency}$,0,0.862012866561471,0.0,corenlp,Hansard (en)
70,d$_{root}$,0,0.2984959614978133,0.0,corenlp,Hansard (en)
70,d$_{randomTree}$,0,0.7022912424918757,0.0,corenlp,Hansard (en)
5,mDD,0,0.1063561061484152,0.0,stackpointer,Hansard (en)
5,nDD,1,5.420117288323922e-08,4.5304595180733175e-06,stackpointer,Hansard (en)
5,Height,2,1.2680039753742989e-06,0.0,stackpointer,Hansard (en)
5,Ratio$_{head-final}$,1,4.882862114641284e-09,0.0,stackpointer,Hansard (en)
5,treeDegree,1,1.5298873279334657e-13,0.0,stackpointer,Hansard (en)
5,#Leaves,1,3.1325564364692577e-10,0.0,stackpointer,Hansard (en)
5,degreeVar,1,1.6853185513809876e-13,0.0,stackpointer,Hansard (en)
5,degreeMean,1,0.0007054693695118,0.0,stackpointer,Hansard (en)
5,depthVar,2,9.36051236521962e-12,0.0,stackpointer,Hansard (en)
5,depthMean,2,1.6573136640829492e-08,0.0,stackpointer,Hansard (en)
5,d$_{head-final}$,2,1.122914228268712e-08,0.0,stackpointer,Hansard (en)
5,#Crossings,0,0.867660491809193,0.0,stackpointer,Hansard (en)
5,Height$_{dependency}$,0,0.7333715362447233,0.0,stackpointer,Hansard (en)
5,d$_{root}$,0,0.0920733705451579,0.0,stackpointer,Hansard (en)
5,d$_{randomTree}$,0,0.280473162604955,0.0,stackpointer,Hansard (en)
10,mDD,0,0.6631989099028532,0.0,stackpointer,Hansard (en)
10,nDD,0,0.8847763069507637,0.0,stackpointer,Hansard (en)
10,Height,0,0.2768232103159767,0.0,stackpointer,Hansard (en)
10,Ratio$_{head-final}$,0,0.1238226329573215,0.0,stackpointer,Hansard (en)
10,treeDegree,0,0.1658672745847906,0.0,stackpointer,Hansard (en)
10,#Leaves,0,0.2231755421429024,0.0,stackpointer,Hansard (en)
10,degreeVar,0,0.0682690351198245,0.0,stackpointer,Hansard (en)
10,degreeMean,0,0.5843765005638797,0.0,stackpointer,Hansard (en)
10,depthVar,0,0.2684965422633301,0.0,stackpointer,Hansard (en)
10,depthMean,0,0.0742396851314939,0.0,stackpointer,Hansard (en)
10,d$_{head-final}$,0,0.6024208200769621,0.0,stackpointer,Hansard (en)
10,#Crossings,0,0.5655014204385571,0.0,stackpointer,Hansard (en)
10,Height$_{dependency}$,2,0.0366892268759011,0.0,stackpointer,Hansard (en)
10,d$_{root}$,0,0.5562286638377356,0.0,stackpointer,Hansard (en)
10,d$_{randomTree}$,0,0.3095732976016951,0.0,stackpointer,Hansard (en)
15,mDD,0,0.658821379576253,0.0,stackpointer,Hansard (en)
15,nDD,2,0.0061525636940016,-1.4161869574245152e-05,stackpointer,Hansard (en)
15,Height,0,0.6399102763348183,0.0,stackpointer,Hansard (en)
15,Ratio$_{head-final}$,0,0.149342054214101,1.79182573779527e-06,stackpointer,Hansard (en)
15,treeDegree,0,0.326902563309484,0.0,stackpointer,Hansard (en)
15,#Leaves,0,0.4995577229674808,0.0,stackpointer,Hansard (en)
15,degreeVar,1,0.0230006811811975,5.637786250029708e-06,stackpointer,Hansard (en)
15,degreeMean,0,0.5714205711409039,0.0,stackpointer,Hansard (en)
15,depthVar,0,0.7621057796950257,-2.4187865460243064e-19,stackpointer,Hansard (en)
15,depthMean,0,0.4929403318474934,0.0,stackpointer,Hansard (en)
15,d$_{head-final}$,0,0.2051822486919554,0.0,stackpointer,Hansard (en)
15,#Crossings,0,0.1171811933926134,0.0,stackpointer,Hansard (en)
15,Height$_{dependency}$,0,0.2468249143207868,0.0,stackpointer,Hansard (en)
15,d$_{root}$,2,0.0162851010074325,0.0,stackpointer,Hansard (en)
15,d$_{randomTree}$,2,0.041605508646495,0.0,stackpointer,Hansard (en)
20,mDD,0,0.3489662759398673,0.0,stackpointer,Hansard (en)
20,nDD,0,0.0936238900386006,-9.741691747926873e-06,stackpointer,Hansard (en)
20,Height,1,0.0065443877277784,0.0,stackpointer,Hansard (en)
20,Ratio$_{head-final}$,0,0.1346919051088473,-2.2231114668091158e-06,stackpointer,Hansard (en)
20,treeDegree,2,0.0166334913057852,0.0,stackpointer,Hansard (en)
20,#Leaves,0,0.9524894000136016,0.0,stackpointer,Hansard (en)
20,degreeVar,2,0.0484131722063703,-7.014400864408124e-06,stackpointer,Hansard (en)
20,degreeMean,0,0.0670894755338946,0.0,stackpointer,Hansard (en)
20,depthVar,1,0.010573154899377,3.132796219848397e-05,stackpointer,Hansard (en)
20,depthMean,1,0.0268972743432904,1.660357308892868e-05,stackpointer,Hansard (en)
20,d$_{head-final}$,0,0.1697653367041485,0.0,stackpointer,Hansard (en)
20,#Crossings,0,0.6123520356915628,0.0,stackpointer,Hansard (en)
20,Height$_{dependency}$,0,0.2067740953417796,0.0,stackpointer,Hansard (en)
20,d$_{root}$,0,0.091131986570178,0.0,stackpointer,Hansard (en)
20,d$_{randomTree}$,0,0.7048868253945135,0.0,stackpointer,Hansard (en)
30,mDD,0,0.0713795866908104,-1.2323770087745198e-05,stackpointer,Hansard (en)
30,nDD,1,0.0101095759469398,1.7564278060384186e-05,stackpointer,Hansard (en)
30,Height,1,0.0145321110512144,0.0,stackpointer,Hansard (en)
30,Ratio$_{head-final}$,2,0.0190233663320991,-3.256314418393872e-06,stackpointer,Hansard (en)
30,treeDegree,2,0.0036787445128361,0.0,stackpointer,Hansard (en)
30,#Leaves,0,0.2492180151251259,0.0,stackpointer,Hansard (en)
30,degreeVar,0,0.1021028285932545,-6.91653728325548e-06,stackpointer,Hansard (en)
30,degreeMean,0,0.7254601690161651,0.0,stackpointer,Hansard (en)
30,depthVar,1,0.0148977057290242,4.1957572502685136e-05,stackpointer,Hansard (en)
30,depthMean,1,0.0118143715289773,2.3704377961565757e-05,stackpointer,Hansard (en)
30,d$_{head-final}$,1,0.0051489069681691,0.0,stackpointer,Hansard (en)
30,#Crossings,0,0.1041580023505461,0.0,stackpointer,Hansard (en)
30,Height$_{dependency}$,0,0.2679711026711608,0.0,stackpointer,Hansard (en)
30,d$_{root}$,0,0.0946015395216381,0.0,stackpointer,Hansard (en)
30,d$_{randomTree}$,0,0.2982399315865045,0.0,stackpointer,Hansard (en)
40,mDD,0,0.0641720051712155,-1.361841209314989e-05,stackpointer,Hansard (en)
40,nDD,0,0.160434622257148,1.0430179877517504e-05,stackpointer,Hansard (en)
40,Height,1,3.090760449242502e-05,0.0,stackpointer,Hansard (en)
40,Ratio$_{head-final}$,0,0.1433483701484479,-1.835042045128188e-06,stackpointer,Hansard (en)
40,treeDegree,2,0.0476895920927069,0.0,stackpointer,Hansard (en)
40,#Leaves,0,0.4134617357874681,0.0,stackpointer,Hansard (en)
40,degreeVar,2,0.0480093622823349,-1.3196227686799292e-05,stackpointer,Hansard (en)
40,degreeMean,0,0.0627261338825595,0.0,stackpointer,Hansard (en)
40,depthVar,1,1.9953544587059117e-05,8.795436165419095e-05,stackpointer,Hansard (en)
40,depthMean,1,1.2539846327097592e-05,4.6430684060675225e-05,stackpointer,Hansard (en)
40,d$_{head-final}$,1,0.0371572691844241,0.0,stackpointer,Hansard (en)
40,#Crossings,0,1.0,0.0,stackpointer,Hansard (en)
40,Height$_{dependency}$,0,0.306742154571578,0.0,stackpointer,Hansard (en)
40,d$_{root}$,0,0.3606374916862587,0.0,stackpointer,Hansard (en)
40,d$_{randomTree}$,0,0.2467996133162557,0.0,stackpointer,Hansard (en)
50,mDD,2,0.0152164483474965,-2.0146173297278464e-05,stackpointer,Hansard (en)
50,nDD,0,0.1426559572087298,1.1921362845960985e-05,stackpointer,Hansard (en)
50,Height,1,0.0016074730246711,0.0,stackpointer,Hansard (en)
50,Ratio$_{head-final}$,2,1.944723273528126e-06,-5.658244994529174e-06,stackpointer,Hansard (en)
50,treeDegree,2,0.0002166133492274,0.0,stackpointer,Hansard (en)
50,#Leaves,0,0.090515200008,0.0,stackpointer,Hansard (en)
50,degreeVar,2,0.0034540094593409,-2.1265279815865744e-05,stackpointer,Hansard (en)
50,degreeMean,0,0.5561673161391245,0.0,stackpointer,Hansard (en)
50,depthVar,1,0.0002314025168261,9.23754876835064e-05,stackpointer,Hansard (en)
50,depthMean,1,1.3358909698446553e-06,5.916971881437564e-05,stackpointer,Hansard (en)
50,d$_{head-final}$,1,0.0006061763469886,0.0,stackpointer,Hansard (en)
50,#Crossings,0,0.8868215277143467,0.0,stackpointer,Hansard (en)
50,Height$_{dependency}$,0,0.3825449676101997,0.0,stackpointer,Hansard (en)
50,d$_{root}$,0,0.5420328873991223,0.0,stackpointer,Hansard (en)
50,d$_{randomTree}$,0,0.3760113651104411,0.0,stackpointer,Hansard (en)
60,mDD,2,0.0284969123529059,-2.0832893754546805e-05,stackpointer,Hansard (en)
60,nDD,0,0.1330064123561924,1.3940331792526835e-05,stackpointer,Hansard (en)
60,Height,1,0.0002778470166473,0.0,stackpointer,Hansard (en)
60,Ratio$_{head-final}$,2,2.63854913038486e-05,-5.052720732135343e-06,stackpointer,Hansard (en)
60,treeDegree,2,1.385493876071564e-05,0.0,stackpointer,Hansard (en)
60,#Leaves,0,0.1476514879665886,0.0,stackpointer,Hansard (en)
60,degreeVar,2,0.0005615138968597,-2.6985236295041893e-05,stackpointer,Hansard (en)
60,degreeMean,0,0.469737810616071,0.0,stackpointer,Hansard (en)
60,depthVar,1,1.963885883871086e-05,0.0001231294556062,stackpointer,Hansard (en)
60,depthMean,1,1.0342311771438515e-06,6.579329887600546e-05,stackpointer,Hansard (en)
60,d$_{head-final}$,1,0.010607772938052,0.0,stackpointer,Hansard (en)
60,#Crossings,0,0.0936309909849653,0.0,stackpointer,Hansard (en)
60,Height$_{dependency}$,0,0.5193457573275968,0.0,stackpointer,Hansard (en)
60,d$_{root}$,0,0.5781036924503695,0.0,stackpointer,Hansard (en)
60,d$_{randomTree}$,0,0.9255172515190612,0.0,stackpointer,Hansard (en)
70,mDD,2,0.0002974903391992,-4.057045369772759e-05,stackpointer,Hansard (en)
70,nDD,1,0.0457640551583711,2.0197788812810464e-05,stackpointer,Hansard (en)
70,Height,1,8.143620444656109e-08,0.0,stackpointer,Hansard (en)
70,Ratio$_{head-final}$,2,1.6431300764452317e-14,-9.12428463448874e-06,stackpointer,Hansard (en)
70,treeDegree,2,0.0012439678761015,0.0,stackpointer,Hansard (en)
70,#Leaves,0,0.1987579716200234,0.0,stackpointer,Hansard (en)
70,degreeVar,2,9.00469724873787e-05,-3.103432781051885e-05,stackpointer,Hansard (en)
70,degreeMean,1,0.0363039310255353,0.0,stackpointer,Hansard (en)
70,depthVar,1,1.5538202502440868e-08,0.0001841598784415,stackpointer,Hansard (en)
70,depthMean,1,3.960853867113201e-11,9.943377986465954e-05,stackpointer,Hansard (en)
70,d$_{head-final}$,1,4.020769981627481e-06,0.0,stackpointer,Hansard (en)
70,#Crossings,0,0.938621714016397,0.0,stackpointer,Hansard (en)
70,Height$_{dependency}$,0,0.70246567574374,0.0,stackpointer,Hansard (en)
70,d$_{root}$,0,0.5947408385528812,0.0,stackpointer,Hansard (en)
70,d$_{randomTree}$,0,0.0527283067306747,0.0,stackpointer,Hansard (en)
5,mDD,0,0.4084577079654574,0.0,towerparse,Hansard (en)
5,nDD,1,9.245673826541181e-08,4.949211154803689e-06,towerparse,Hansard (en)
5,Height,2,0.0008865680180771,0.0,towerparse,Hansard (en)
5,Ratio$_{head-final}$,1,7.313391314767159e-08,0.0,towerparse,Hansard (en)
5,treeDegree,1,1.9618440205704246e-10,0.0,towerparse,Hansard (en)
5,#Leaves,1,2.520312847309469e-10,0.0,towerparse,Hansard (en)
5,degreeVar,1,5.3614224171383285e-11,0.0,towerparse,Hansard (en)
5,degreeMean,1,0.0017959997273726,0.0,towerparse,Hansard (en)
5,depthVar,2,1.5383069995600354e-07,0.0,towerparse,Hansard (en)
5,depthMean,2,0.0028129479089169,0.0,towerparse,Hansard (en)
5,d$_{head-final}$,2,8.339329227169401e-11,0.0,towerparse,Hansard (en)
5,#Crossings,0,0.5991928739229524,0.0,towerparse,Hansard (en)
5,Height$_{dependency}$,1,0.0005476023963442,0.0,towerparse,Hansard (en)
5,d$_{root}$,1,1.415555589967532e-05,0.0,towerparse,Hansard (en)
5,d$_{randomTree}$,0,0.5421974386283552,0.0,towerparse,Hansard (en)
10,mDD,0,0.7126122964332839,0.0,towerparse,Hansard (en)
10,nDD,0,0.3320614873467127,3.453740483472711e-06,towerparse,Hansard (en)
10,Height,0,0.0524466491142241,0.0,towerparse,Hansard (en)
10,Ratio$_{head-final}$,1,0.0239928663632023,0.0,towerparse,Hansard (en)
10,treeDegree,0,0.1823630441272437,0.0,towerparse,Hansard (en)
10,#Leaves,0,0.1189133837111404,0.0,towerparse,Hansard (en)
10,degreeVar,1,0.0463884148989315,0.0,towerparse,Hansard (en)
10,degreeMean,0,0.562584316179902,0.0,towerparse,Hansard (en)
10,depthVar,0,0.0546193803759023,-2.24646871375531e-06,towerparse,Hansard (en)
10,depthMean,2,0.0312748708656931,0.0,towerparse,Hansard (en)
10,d$_{head-final}$,2,0.0290376828776879,0.0,towerparse,Hansard (en)
10,#Crossings,0,0.9683458474345544,0.0,towerparse,Hansard (en)
10,Height$_{dependency}$,0,0.0647520437280539,0.0,towerparse,Hansard (en)
10,d$_{root}$,0,0.6232193510103698,0.0,towerparse,Hansard (en)
10,d$_{randomTree}$,0,0.503729793679413,0.0,towerparse,Hansard (en)
15,mDD,0,0.2840969243418068,0.0,towerparse,Hansard (en)
15,nDD,0,0.1629226746874463,-7.71961964607727e-06,towerparse,Hansard (en)
15,Height,0,0.0584976048168277,0.0,towerparse,Hansard (en)
15,Ratio$_{head-final}$,1,0.0079589670404063,4.516711833784898e-06,towerparse,Hansard (en)
15,treeDegree,0,0.0690758685940762,0.0,towerparse,Hansard (en)
15,#Leaves,0,0.3324627928023922,0.0,towerparse,Hansard (en)
15,degreeVar,1,0.0011702236836805,1.551745654994556e-05,towerparse,Hansard (en)
15,degreeMean,0,0.3778697448073127,0.0,towerparse,Hansard (en)
15,depthVar,2,0.0175482817468295,-2.1441683249263265e-05,towerparse,Hansard (en)
15,depthMean,2,0.0082279817834931,-1.3537753409821592e-05,towerparse,Hansard (en)
15,d$_{head-final}$,2,0.0002521019175831,0.0,towerparse,Hansard (en)
15,#Crossings,0,0.2472545245782935,0.0,towerparse,Hansard (en)
15,Height$_{dependency}$,0,0.3351873374372607,0.0,towerparse,Hansard (en)
15,d$_{root}$,0,0.6109805421637085,0.0,towerparse,Hansard (en)
15,d$_{randomTree}$,0,0.3744673101845248,0.0,towerparse,Hansard (en)
20,mDD,0,0.193573894362578,6.490514113622917e-06,towerparse,Hansard (en)
20,nDD,0,0.4474691404684083,-4.999935127666035e-06,towerparse,Hansard (en)
20,Height,0,0.5700462494630765,0.0,towerparse,Hansard (en)
20,Ratio$_{head-final}$,0,0.2808820498833317,-1.566048077676034e-06,towerparse,Hansard (en)
20,treeDegree,0,0.2958467019288811,0.0,towerparse,Hansard (en)
20,#Leaves,0,0.6121247913442207,0.0,towerparse,Hansard (en)
20,degreeVar,0,0.2562637216333403,-4.440892098500626e-18,towerparse,Hansard (en)
20,degreeMean,0,0.2235187817667818,0.0,towerparse,Hansard (en)
20,depthVar,0,0.6582191908518575,4.986149584487621e-06,towerparse,Hansard (en)
20,depthMean,0,0.7313640290563361,0.0,towerparse,Hansard (en)
20,d$_{head-final}$,0,0.8735214583791466,0.0,towerparse,Hansard (en)
20,#Crossings,2,0.0378252276680601,0.0,towerparse,Hansard (en)
20,Height$_{dependency}$,0,0.0595256219519007,0.0,towerparse,Hansard (en)
20,d$_{root}$,0,0.6367824531477353,0.0,towerparse,Hansard (en)
20,d$_{randomTree}$,0,0.7019374774459557,0.0,towerparse,Hansard (en)
30,mDD,0,0.8068352533031891,0.0,towerparse,Hansard (en)
30,nDD,1,0.015427579448074,2.182862502260375e-05,towerparse,Hansard (en)
30,Height,0,0.5175431081862332,0.0,towerparse,Hansard (en)
30,Ratio$_{head-final}$,0,0.9713532962742504,0.0,towerparse,Hansard (en)
30,treeDegree,2,0.0132092978827862,0.0,towerparse,Hansard (en)
30,#Leaves,0,0.3294059005936538,0.0,towerparse,Hansard (en)
30,degreeVar,0,0.3256822726039119,-2.840276304154669e-06,towerparse,Hansard (en)
30,degreeMean,0,0.9608015781995476,0.0,towerparse,Hansard (en)
30,depthVar,0,0.6568924381889947,-9.068008220331264e-06,towerparse,Hansard (en)
30,depthMean,0,0.3981595450996287,-8.105740871424249e-06,towerparse,Hansard (en)
30,d$_{head-final}$,0,0.5347223732949449,0.0,towerparse,Hansard (en)
30,#Crossings,0,0.141311641241467,0.0,towerparse,Hansard (en)
30,Height$_{dependency}$,0,0.5874527437650916,0.0,towerparse,Hansard (en)
30,d$_{root}$,1,0.0143040091930999,0.0,towerparse,Hansard (en)
30,d$_{randomTree}$,0,0.9093311874209202,0.0,towerparse,Hansard (en)
40,mDD,0,0.1428137430613663,1.5155453129091732e-05,towerparse,Hansard (en)
40,nDD,0,0.8811600475495525,1.4173719606287637e-06,towerparse,Hansard (en)
40,Height,0,0.4725010716254996,0.0,towerparse,Hansard (en)
40,Ratio$_{head-final}$,0,0.6179912997560226,-7.653334557867102e-07,towerparse,Hansard (en)
40,treeDegree,0,0.5552940252260843,0.0,towerparse,Hansard (en)
40,#Leaves,0,0.8758514010361744,0.0,towerparse,Hansard (en)
40,degreeVar,0,0.93889812382375,0.0,towerparse,Hansard (en)
40,degreeMean,0,0.1774536780663984,0.0,towerparse,Hansard (en)
40,depthVar,0,0.4263001758294791,2.016955061009824e-05,towerparse,Hansard (en)
40,depthMean,0,0.5127023030293638,7.994832140504673e-06,towerparse,Hansard (en)
40,d$_{head-final}$,0,0.1336134220599627,0.0,towerparse,Hansard (en)
40,#Crossings,0,0.0853831117861376,0.0,towerparse,Hansard (en)
40,Height$_{dependency}$,0,0.9345685851379276,0.0,towerparse,Hansard (en)
40,d$_{root}$,0,0.4598962502288719,0.0,towerparse,Hansard (en)
40,d$_{randomTree}$,0,0.3829226243004076,0.0,towerparse,Hansard (en)
50,mDD,0,0.8546644614167449,5.773085743733633e-07,towerparse,Hansard (en)
50,nDD,0,0.5445481358587185,8.190645172097856e-06,towerparse,Hansard (en)
50,Height,0,0.8531443565475074,0.0,towerparse,Hansard (en)
50,Ratio$_{head-final}$,0,0.1191362761973064,-2.8319585752853077e-06,towerparse,Hansard (en)
50,treeDegree,2,0.0003585696398642,0.0,towerparse,Hansard (en)
50,#Leaves,0,0.3548443809054376,0.0,towerparse,Hansard (en)
50,degreeVar,2,0.0324126975153296,-2.4639611387131283e-05,towerparse,Hansard (en)
50,degreeMean,0,0.4744951776995234,0.0,towerparse,Hansard (en)
50,depthVar,0,0.591337328106798,1.8275473333794032e-05,towerparse,Hansard (en)
50,depthMean,0,0.1583252783400077,2.456252705847825e-05,towerparse,Hansard (en)
50,d$_{head-final}$,0,0.3541686764638974,0.0,towerparse,Hansard (en)
50,#Crossings,0,0.8538741761550102,0.0,towerparse,Hansard (en)
50,Height$_{dependency}$,0,0.8299700044890201,0.0,towerparse,Hansard (en)
50,d$_{root}$,0,0.6205249685715124,0.0,towerparse,Hansard (en)
50,d$_{randomTree}$,0,0.4979294350929584,0.0,towerparse,Hansard (en)
60,mDD,0,0.0861693188994825,-2.9272290849480243e-05,towerparse,Hansard (en)
60,nDD,0,0.122082320854969,2.3738571419389188e-05,towerparse,Hansard (en)
60,Height,1,8.173070746408939e-05,0.0,towerparse,Hansard (en)
60,Ratio$_{head-final}$,0,0.222722484168218,-2.2395351626334284e-06,towerparse,Hansard (en)
60,treeDegree,2,0.0001558685658371,0.0,towerparse,Hansard (en)
60,#Leaves,0,0.5768847370746171,0.0,towerparse,Hansard (en)
60,degreeVar,2,0.0217970426873073,-2.8692964756843928e-05,towerparse,Hansard (en)
60,degreeMean,0,0.2020403881364296,0.0,towerparse,Hansard (en)
60,depthVar,1,1.7632704607528638e-06,0.0001986247317382,towerparse,Hansard (en)
60,depthMean,1,5.357200467681622e-07,0.0001006149586271,towerparse,Hansard (en)
60,d$_{head-final}$,0,0.3414992867569786,0.0,towerparse,Hansard (en)
60,#Crossings,2,0.007037921786295,0.0,towerparse,Hansard (en)
60,Height$_{dependency}$,0,0.4808130870261331,0.0,towerparse,Hansard (en)
60,d$_{root}$,0,0.4152480407549546,0.0,towerparse,Hansard (en)
60,d$_{randomTree}$,0,0.1820127396187352,0.0,towerparse,Hansard (en)
70,mDD,0,0.4841686766899526,1.4139720330173185e-05,towerparse,Hansard (en)
70,nDD,1,0.0200597933744031,3.798379772488281e-05,towerparse,Hansard (en)
70,Height,0,0.1863219238052975,0.0,towerparse,Hansard (en)
70,Ratio$_{head-final}$,2,0.0007338722318701,-6.0741094007166045e-06,towerparse,Hansard (en)
70,treeDegree,0,0.8620150160531375,0.0,towerparse,Hansard (en)
70,#Leaves,0,0.5845170027033619,0.0,towerparse,Hansard (en)
70,degreeVar,0,0.4877696003259055,-7.66406130619561e-06,towerparse,Hansard (en)
70,degreeMean,1,0.0373657379111604,0.0,towerparse,Hansard (en)
70,depthVar,0,0.1888399221169481,5.459818275007863e-05,towerparse,Hansard (en)
70,depthMean,0,0.05748535017264,3.979815477762096e-05,towerparse,Hansard (en)
70,d$_{head-final}$,0,0.2509981189963346,0.0,towerparse,Hansard (en)
70,#Crossings,0,0.8867557124158403,0.0,towerparse,Hansard (en)
70,Height$_{dependency}$,0,0.7423354478325452,0.0,towerparse,Hansard (en)
70,d$_{root}$,1,0.0291787741612588,0.0,towerparse,Hansard (en)
70,d$_{randomTree}$,0,0.1593873131158676,0.0,towerparse,Hansard (en)
5,mDD,0,0.0500102589719781,0.0,crf2o,Hansard (en)
5,nDD,1,6.644684802381562e-12,1.2453436298245398e-05,crf2o,Hansard (en)
5,Height,2,4.570546205950876e-07,0.0,crf2o,Hansard (en)
5,Ratio$_{head-final}$,1,6.084022174945859e-14,0.0,crf2o,Hansard (en)
5,treeDegree,1,6.417089082333406e-14,0.0,crf2o,Hansard (en)
5,#Leaves,1,4.0523140398818214e-13,0.0,crf2o,Hansard (en)
5,degreeVar,1,8.881784197001252e-16,0.0,crf2o,Hansard (en)
5,degreeMean,1,0.000705772653857,0.0,crf2o,Hansard (en)
5,depthVar,2,4.439559830871076e-12,0.0,crf2o,Hansard (en)
5,depthMean,2,2.2566635757836906e-06,0.0,crf2o,Hansard (en)
5,d$_{head-final}$,2,5.7429151212318175e-08,0.0,crf2o,Hansard (en)
5,#Crossings,0,1.0,0.0,crf2o,Hansard (en)
5,Height$_{dependency}$,1,8.255194539086297e-05,0.0,crf2o,Hansard (en)
5,d$_{root}$,1,4.20514734145172e-11,0.0,crf2o,Hansard (en)
5,d$_{randomTree}$,0,0.4646634350993683,0.0,crf2o,Hansard (en)
10,mDD,0,0.8252653894505051,0.0,crf2o,Hansard (en)
10,nDD,0,0.3319296839417338,3.152189639460527e-06,crf2o,Hansard (en)
10,Height,2,0.0032454830827752,0.0,crf2o,Hansard (en)
10,Ratio$_{head-final}$,1,0.005960632956057,8.949804151487528e-20,crf2o,Hansard (en)
10,treeDegree,1,0.0112022779830207,0.0,crf2o,Hansard (en)
10,#Leaves,0,0.1330325858178054,0.0,crf2o,Hansard (en)
10,degreeVar,1,0.0034459833988176,5.078465874139959e-06,crf2o,Hansard (en)
10,degreeMean,0,0.5856589760505142,0.0,crf2o,Hansard (en)
10,depthVar,2,0.0038299108193069,-8.119479297799103e-06,crf2o,Hansard (en)
10,depthMean,2,0.0006342786590001,-1.0995294014161928e-05,crf2o,Hansard (en)
10,d$_{head-final}$,0,0.0860727198417703,0.0,crf2o,Hansard (en)
10,#Crossings,0,0.794527888267178,0.0,crf2o,Hansard (en)
10,Height$_{dependency}$,0,0.3617834121358205,0.0,crf2o,Hansard (en)
10,d$_{root}$,0,0.3768026445349068,0.0,crf2o,Hansard (en)
10,d$_{randomTree}$,0,0.0678036947897107,0.0,crf2o,Hansard (en)
15,mDD,0,0.1301202173897999,0.0,crf2o,Hansard (en)
